airtime,selected_mcs,txgain,pm_power
0.8,14,31,14.14679867
0.8,18,31,15.32127733
0.8,0,31,13.48252
0.8,5,31,13.6406
0.8,9,31,13.78875733
0.8,14,31,14.22988133
0.8,18,31,14.62282267
0.8,0,31,13.55847067
0.8,5,31,14.335444
0.8,9,31,14.09581333
0.8,14,31,14.29999867
0.8,18,31,14.705844
0.8,0,31,13.658464
0.8,5,31,13.77163733
0.8,9,31,13.96676667
0.8,14,31,14.43956267
0.8,18,31,14.854456
0.8,0,31,13.76538133
0.8,5,31,13.928172
0.8,9,31,14.038468
0.8,14,31,14.55095333
0.8,18,31,15.08235067
0.8,0,30,13.34204
0.8,5,30,13.41026267
0.8,9,30,13.67915333
0.8,14,30,14.12509067
0.8,18,30,14.57679467
0.8,0,30,13.385524
0.8,5,30,13.49640133
0.8,9,30,13.676144
0.8,14,30,14.12591333
0.8,18,30,14.563532
0.8,0,30,13.470432
0.8,5,30,13.54120667
0.8,9,30,13.725328
0.8,14,30,14.21782
0.8,18,30,14.72021867
0.8,0,30,13.51352267
0.8,5,30,13.636528
0.8,9,30,13.801016
0.8,14,30,14.29414667
0.8,18,30,14.833084
0.8,0,30,13.639388
0.8,5,30,13.764092
0.8,9,30,13.86391867
0.8,14,30,14.43726933
0.8,18,30,15.07119467
0.8,0,30,13.73292
0.8,5,30,13.862716
0.8,9,30,13.993688
0.8,14,30,14.51164
0.8,18,30,15.27922667
0.8,0,29,13.25439867
0.8,5,29,13.36986133
0.8,9,29,13.64960133
0.8,14,29,14.150304
0.8,18,29,15.14615867
0.8,0,29,14.54964533
0.8,5,29,13.60728667
0.8,9,29,13.66937867
0.8,14,29,14.248312
0.8,18,29,15.187704
0.8,0,29,13.483476
0.8,5,29,13.59220133
0.8,9,29,13.69736
0.8,14,29,14.24629067
0.8,18,29,15.31091867
0.8,0,29,13.537324
0.8,5,29,13.67565333
0.8,9,29,13.76369333
0.8,14,29,14.31729467
0.8,18,29,15.427516
0.8,0,29,14.65517333
0.8,5,29,13.77991733
0.8,9,29,13.91962133
0.8,14,29,14.47411067
0.8,18,29,15.56378933
0.8,0,29,13.73653733
0.8,5,29,13.87987467
0.8,9,29,14.02493333
0.8,14,29,14.61754267
0.8,18,29,15.19354667
0.8,0,28,13.180104
0.8,5,28,13.51948
0.8,9,28,13.63904533
0.8,14,28,14.20205733
0.8,0,28,13.121512
0.8,5,28,13.24758667
0.8,9,28,13.41573067
0.8,14,28,13.99733067
0.8,0,28,13.167136
0.8,5,28,13.33852
0.8,9,28,13.42715733
0.8,14,28,14.06188267
0.8,0,28,13.22934533
0.8,5,28,13.380824
0.8,9,28,13.46505067
0.8,14,28,14.05055067
0.8,0,28,13.37987333
0.8,5,28,13.50564
0.8,9,28,13.59737333
0.8,14,28,14.29524933
0.8,0,28,13.35999067
0.8,5,28,13.53312133
0.8,9,28,13.60132267
0.8,14,28,14.311744
0.8,0,27,13.349256
0.8,5,27,13.52460933
0.8,9,27,13.66563467
0.8,14,27,14.26598667
0.8,0,27,13.39594667
0.8,5,27,13.53245067
0.8,9,27,13.557612
0.8,14,27,14.24796267
0.8,0,27,13.470508
0.8,5,27,13.593876
0.8,9,27,13.806372
0.8,14,27,14.421348
0.8,0,27,13.50050933
0.8,5,27,13.660728
0.8,9,27,13.77419733
0.8,14,27,14.529676
0.8,0,27,13.62519333
0.8,5,27,13.817556
0.8,9,27,13.960368
0.8,14,27,14.73456933
0.8,0,27,13.781416
0.8,5,27,13.89168667
0.8,9,27,14.064936
0.8,14,27,14.91898667
0.8,0,26,13.30211467
0.8,5,26,13.493656
0.8,9,26,13.719996
0.8,14,26,14.66665333
0.8,0,26,13.40701067
0.8,5,26,13.51929467
0.8,9,26,13.69224533
0.8,14,26,14.71988933
0.8,0,26,13.455896
0.8,5,26,13.63750133
0.8,9,26,13.809432
0.8,14,26,14.83295467
0.8,0,26,13.50807333
0.8,5,26,13.736808
0.8,9,26,13.86599333
0.8,14,26,14.916548
0.8,0,26,13.65676667
0.8,5,26,13.77150667
0.8,9,26,13.97746
0.8,14,26,15.084364
0.8,0,26,13.73776133
0.8,5,26,13.877712
0.8,9,26,13.993496
0.8,14,26,15.234924
0.8,0,25,13.37201867
0.8,5,25,13.44450933
0.8,9,25,13.739056
0.8,0,25,13.155456
0.8,5,25,13.267636
0.8,9,25,13.48595733
0.8,0,25,13.17279467
0.8,5,25,13.33788267
0.8,9,25,13.540316
0.8,0,25,13.07722267
0.8,5,25,13.377628
0.8,9,25,13.628096
0.8,0,25,13.35474267
0.8,5,25,13.51932667
0.8,9,25,13.72094933
0.8,0,25,13.35688267
0.8,5,25,13.49919333
0.8,9,25,13.71355467
0.8,0,24,13.34379067
0.8,5,24,13.49657467
0.8,9,24,13.74941467
0.8,0,24,13.392064
0.8,5,24,13.52253333
0.8,9,24,13.78752667
0.8,0,24,13.461308
0.8,5,24,13.579128
0.8,9,24,13.85194133
0.8,0,24,13.52109333
0.8,5,24,13.63992267
0.8,9,24,13.90610933
0.8,0,24,13.60916667
0.8,5,24,13.788804
0.8,9,24,14.04271467
0.8,0,24,13.72239733
0.8,5,24,13.89833867
0.8,9,24,14.18222533
0.8,0,23,13.34305867
0.8,5,23,13.49118267
0.8,9,23,13.79204267
0.8,0,23,13.42211333
0.8,5,23,13.645044
0.8,9,23,13.84880133
0.8,0,23,13.466424
0.8,5,23,13.65102933
0.8,9,23,13.90083067
0.8,0,23,13.54631067
0.8,5,23,13.75771067
0.8,9,23,14.031652
0.8,0,23,13.67024267
0.8,5,23,13.85334133
0.8,9,23,14.08022133
0.8,0,23,13.73596533
0.8,5,23,13.92477067
0.8,9,23,14.19117467
0.8,0,22,13.32887067
0.8,5,22,13.54555467
0.8,9,22,13.83207467
0.8,0,22,13.38667067
0.8,5,22,13.588564
0.8,9,22,13.92056667
0.8,0,22,13.446928
0.8,5,22,13.643872
0.8,9,22,13.93238267
0.8,0,22,13.53220533
0.8,5,22,13.721832
0.8,9,22,14.04954533
0.8,0,22,13.62531733
0.8,5,22,13.84622933
0.8,9,22,14.11191333
0.8,0,22,13.708704
0.8,5,22,13.85821733
0.8,9,22,14.215408
0.8,0,21,13.342348
0.8,5,21,13.56114
0.8,0,21,13.09301867
0.8,5,21,13.31710533
0.8,0,21,13.20358667
0.8,5,21,13.44893867
0.8,0,21,13.257564
0.8,5,21,13.47663867
0.8,0,21,13.41034
0.8,5,21,13.582136
0.8,0,21,13.374768
0.8,5,21,13.58180533
0.8,0,20,13.40009733
0.8,5,20,13.63912667
0.8,0,20,13.441508
0.8,5,20,13.62724
0.8,0,20,13.44696
0.8,5,20,13.750808
0.8,0,20,13.520064
0.8,5,20,13.75888933
0.8,0,20,13.63854267
0.8,5,20,13.8781
0.8,0,20,13.75734
0.8,5,20,13.99315467
0.4,0,74,13.029392
0.4,5,74,13.107308
0.4,9,74,13.20816533
0.4,14,74,13.35158667
0.4,18,74,13.46137867
0.4,23,74,13.67029333
0.4,0,74,13.083068
0.4,5,74,13.93157333
0.4,9,74,13.44181067
0.4,14,74,13.39032933
0.4,18,74,14.64957067
0.4,23,74,13.701768
0.4,0,74,14.26941867
0.4,5,74,13.218892
0.4,9,74,13.30771733
0.4,14,74,13.48404267
0.4,18,74,13.60093733
0.4,23,74,13.74512
0.4,0,74,13.23380533
0.4,5,74,13.27199867
0.4,9,74,13.37948267
0.4,14,74,13.572016
0.4,18,74,13.65526
0.4,23,74,13.87446133
0.4,0,74,13.30523467
0.4,5,74,13.394672
0.4,9,74,13.51115067
0.4,14,74,13.67351467
0.4,18,74,13.727328
0.4,23,74,13.96923333
0.4,0,74,13.41734667
0.4,5,74,13.53031867
0.4,9,74,13.57806533
0.4,14,74,13.759752
0.4,18,74,13.87163067
0.4,23,74,14.15306267
0.4,0,73,13.01232667
0.4,5,73,13.04681867
0.4,9,73,13.105332
0.4,14,73,13.35176933
0.4,18,73,13.43878267
0.4,23,73,13.829032
0.4,0,73,13.95488133
0.4,5,73,13.17091467
0.4,9,73,13.22917333
0.4,14,73,13.38216
0.4,18,73,13.491284
0.4,23,73,13.69560133
0.4,0,73,13.164036
0.4,5,73,13.18758533
0.4,9,73,13.30653733
0.4,14,73,13.472076
0.4,18,73,13.600368
0.4,23,73,13.79251333
0.4,0,73,13.180164
0.4,5,73,13.25829333
0.4,9,73,13.364332
0.4,14,73,13.499364
0.4,18,73,13.637444
0.4,23,73,13.832432
0.4,0,73,13.339464
0.4,5,73,13.39813067
0.4,9,73,13.49572667
0.4,14,73,13.680856
0.4,18,73,13.73404933
0.4,23,73,14.03071733
0.4,0,73,13.43005733
0.4,5,73,13.492104
0.4,9,73,13.55095333
0.4,14,73,13.764728
0.4,18,73,13.84586533
0.4,23,73,14.11252267
0.4,0,68,13.00675333
0.4,5,68,13.05311867
0.4,9,68,13.117796
0.4,14,68,13.325176
0.4,18,68,13.440008
0.4,23,68,13.66681067
0.4,0,68,13.03991867
0.4,5,68,13.12693067
0.4,9,68,13.24142133
0.4,14,68,13.39849333
0.4,18,68,13.47319333
0.4,23,68,13.68529733
0.4,0,68,13.15951867
0.4,5,68,13.15300267
0.4,9,68,13.27774133
0.4,14,68,13.454068
0.4,18,68,13.516632
0.4,23,68,13.759716
0.4,0,68,13.19662267
0.4,5,68,13.21090933
0.4,9,68,13.357752
0.4,14,68,13.49278267
0.4,18,68,13.61774267
0.4,23,68,13.848584
0.4,0,68,13.303132
0.4,5,68,13.360396
0.4,9,68,13.45650133
0.4,14,68,13.64969467
0.4,18,68,13.74980933
0.4,23,68,14.028604
0.4,0,68,13.421344
0.4,5,68,13.51640667
0.4,9,68,13.60036
0.4,14,68,13.76899467
0.4,18,68,13.78071467
0.4,23,68,15.153844
0.4,0,63,13.08835333
0.4,5,63,14.08880267
0.4,9,63,13.193008
0.4,14,63,13.38745733
0.4,18,63,13.49187067
0.4,23,63,13.63959733
0.4,0,63,13.09008
0.4,5,63,13.17011067
0.4,9,63,13.23657067
0.4,14,63,13.41706933
0.4,18,63,13.55412
0.4,23,63,13.78658
0.4,0,63,13.142176
0.4,5,63,13.22270533
0.4,9,63,13.32145867
0.4,14,63,13.49960667
0.4,18,63,13.611628
0.4,23,63,13.80930933
0.4,0,63,13.20655733
0.4,5,63,13.25461733
0.4,9,63,13.41920133
0.4,14,63,13.5686
0.4,18,63,13.64784933
0.4,23,63,13.92647333
0.4,0,63,13.181612
0.4,5,63,13.12674133
0.4,9,63,13.22704933
0.4,14,63,13.39513467
0.4,18,63,13.48175333
0.4,23,63,13.750824
0.4,0,63,13.092692
0.4,5,63,13.17006533
0.4,9,63,13.20245333
0.4,14,63,13.38608133
0.4,18,63,13.49568533
0.4,23,63,13.825424
0.4,0,58,13.02933467
0.4,5,58,13.06628933
0.4,9,58,13.150692
0.4,14,58,13.36581467
0.4,18,58,13.46251733
0.4,23,58,13.67848267
0.4,0,58,13.04900933
0.4,5,58,13.143056
0.4,9,58,13.18856933
0.4,14,58,13.37776533
0.4,18,58,13.48122267
0.4,23,58,13.72586
0.4,0,58,13.11634933
0.4,5,58,13.208692
0.4,9,58,13.30983467
0.4,14,58,13.50801467
0.4,18,58,13.55230267
0.4,23,58,13.78474
0.4,0,58,13.14077733
0.4,5,58,13.28776
0.4,9,58,13.37249867
0.4,14,58,13.49281067
0.4,18,58,13.640952
0.4,23,58,13.8444
0.4,0,58,13.29215867
0.4,5,58,13.42648
0.4,9,58,13.44051333
0.4,14,58,13.65634533
0.4,18,58,13.74570533
0.4,23,58,14.05203733
0.4,0,58,13.428584
0.4,5,58,13.488252
0.4,9,58,13.57715333
0.4,14,58,13.73159867
0.4,18,58,13.80955867
0.4,23,58,14.11342267
0.4,0,53,13.05879733
0.4,5,53,13.13789333
0.4,9,53,13.15651733
0.4,14,53,13.34219733
0.4,18,53,13.46127867
0.4,23,53,13.71678933
0.4,0,53,13.10761867
0.4,5,53,13.18596133
0.4,9,53,13.28247733
0.4,14,53,13.40475333
0.4,18,53,13.47646133
0.4,23,53,13.72706267
0.4,0,53,13.120416
0.4,5,53,13.191388
0.4,9,53,13.303484
0.4,14,53,13.50977067
0.4,18,53,13.516436
0.4,23,53,13.77915467
0.4,0,53,13.20002533
0.4,5,53,13.30193467
0.4,9,53,13.38585733
0.4,14,53,13.58144133
0.4,18,53,13.64966667
0.4,23,53,13.85294133
0.4,0,53,13.32135333
0.4,5,53,13.42604133
0.4,9,53,13.46538533
0.4,14,53,13.67601867
0.4,18,53,13.73898
0.4,23,53,14.03932
0.4,0,53,13.44057867
0.4,5,53,13.52053067
0.4,9,53,13.56411067
0.4,14,53,13.74271333
0.4,18,53,13.83436667
0.4,23,53,14.095264
0.4,0,48,13.033176
0.4,5,48,13.10143067
0.4,9,48,13.14291333
0.4,14,48,13.35995467
0.4,18,48,13.45377067
0.4,23,48,13.61631333
0.4,0,48,13.032268
0.4,5,48,13.104368
0.4,9,48,13.2158
0.4,14,48,13.36731333
0.4,18,48,13.51410533
0.4,23,48,13.708944
0.4,0,48,13.112744
0.4,5,48,13.18855333
0.4,9,48,13.22607733
0.4,14,48,13.48361733
0.4,18,48,13.55314933
0.4,23,48,13.79885333
0.4,0,48,13.208064
0.4,5,48,13.27794
0.4,9,48,13.34304
0.4,14,48,13.54756533
0.4,18,48,13.64412933
0.4,23,48,13.914336
0.4,0,48,13.34277467
0.4,5,48,13.44223733
0.4,9,48,13.46516533
0.4,14,48,13.68011467
0.4,18,48,13.75712267
0.4,23,48,14.02602133
0.4,0,48,13.40904133
0.4,5,48,13.470856
0.4,9,48,13.54849067
0.4,14,48,13.74886133
0.4,18,48,13.84042667
0.4,23,48,14.18861867
0.4,0,43,13.02732933
0.4,5,43,13.12938
0.4,9,43,13.19356133
0.4,14,43,13.379684
0.4,18,43,13.46230267
0.4,23,43,13.683776
0.4,0,43,13.08006267
0.4,5,43,13.14703867
0.4,9,43,13.15473867
0.4,14,43,13.37597067
0.4,18,43,13.53548
0.4,23,43,13.74499467
0.4,0,43,13.15948133
0.4,5,43,13.23280267
0.4,9,43,13.29122933
0.4,14,43,13.51405067
0.4,18,43,13.58498
0.4,23,43,13.76577867
0.4,0,43,13.20797867
0.4,5,43,13.26025467
0.4,9,43,13.34198
0.4,14,43,13.53878
0.4,18,43,13.61698267
0.4,23,43,13.83390133
0.4,0,43,13.29202267
0.4,5,43,13.325924
0.4,9,43,13.45980133
0.4,14,43,13.62850933
0.4,18,43,13.716652
0.4,23,43,13.97270533
0.4,0,43,13.41984533
0.4,5,43,13.44983333
0.4,9,43,13.55977067
0.4,14,43,13.725684
0.4,18,43,13.810728
0.4,23,43,14.177576
0.4,0,38,12.99280267
0.4,5,38,13.124104
0.4,9,38,13.132608
0.4,14,38,13.34469067
0.4,18,38,13.44007067
0.4,23,38,13.67025333
0.4,0,38,14.061592
0.4,5,38,13.11868933
0.4,9,38,14.28694267
0.4,14,38,13.34737333
0.4,18,38,13.48210267
0.4,23,38,13.725024
0.4,0,38,13.11224933
0.4,5,38,13.212796
0.4,9,38,13.25045067
0.4,14,38,13.46607733
0.4,18,38,13.52203067
0.4,23,38,13.78599067
0.4,0,38,13.21363733
0.4,5,38,13.24388
0.4,9,38,13.32791733
0.4,14,38,13.55461867
0.4,18,38,13.64782133
0.4,23,38,13.82698667
0.4,0,38,13.319584
0.4,5,38,13.36760533
0.4,9,38,13.23197467
0.4,14,38,13.63193467
0.4,18,38,13.76204133
0.4,23,38,14.04626933
0.4,0,38,13.428304
0.4,5,38,13.49314
0.4,9,38,13.601724
0.4,14,38,13.774372
0.4,18,38,13.88172
0.4,23,38,14.18028133
0.4,0,37,13.05174133
0.4,5,37,13.11374667
0.4,9,37,13.172328
0.4,14,37,13.364268
0.4,18,37,13.429132
0.4,23,37,13.70439733
0.4,0,37,13.07330133
0.4,5,37,13.13774667
0.4,9,37,13.199644
0.4,14,37,13.35890267
0.4,18,37,13.523444
0.4,23,37,13.71298
0.4,0,37,13.144836
0.4,5,37,13.22470133
0.4,9,37,13.28737333
0.4,14,37,13.53679067
0.4,18,37,13.60871067
0.4,23,37,13.81915867
0.4,0,37,13.23496133
0.4,5,37,13.31108133
0.4,9,37,13.39757733
0.4,14,37,13.532148
0.4,18,37,13.61574
0.4,23,37,13.89915733
0.4,0,37,13.33987467
0.4,5,37,13.36300667
0.4,9,37,13.493472
0.4,14,37,13.67725333
0.4,18,37,13.757572
0.4,23,37,14.06243067
0.4,0,37,13.440044
0.4,5,37,13.48093467
0.4,9,37,13.56495867
0.4,14,37,13.73945067
0.4,18,37,13.820984
0.4,23,37,14.194828
0.4,0,36,13.04495467
0.4,5,36,13.11066533
0.4,9,36,13.177548
0.4,14,36,13.34022
0.4,18,36,13.44402133
0.4,23,36,13.75636667
0.4,0,36,13.08330267
0.4,5,36,13.09913333
0.4,9,36,13.17328533
0.4,14,36,13.33314533
0.4,18,36,13.493452
0.4,23,36,13.766832
0.4,0,36,13.093664
0.4,5,36,13.19668933
0.4,9,36,13.21921467
0.4,14,36,13.43877067
0.4,18,36,13.53475733
0.4,23,36,13.821008
0.4,0,36,13.166688
0.4,5,36,13.2589
0.4,9,36,13.35424933
0.4,14,36,13.48523067
0.4,18,36,13.62735733
0.4,23,36,13.99019333
0.4,0,36,13.30544133
0.4,5,36,13.32239467
0.4,9,36,13.41786933
0.4,14,36,13.61519467
0.4,18,36,13.71435467
0.4,23,36,14.11723867
0.4,0,36,13.41086933
0.4,5,36,13.44148133
0.4,9,36,13.625164
0.4,14,36,13.78924933
0.4,18,36,13.884384
0.4,23,36,14.30061067
0.4,0,35,13.00085067
0.4,5,35,13.090496
0.4,9,35,13.15420133
0.4,14,35,13.34216133
0.4,18,35,13.45041333
0.4,23,35,13.78612133
0.4,0,35,13.083008
0.4,5,35,13.11128267
0.4,9,35,13.212812
0.4,14,35,13.422404
0.4,18,35,13.51147067
0.4,23,35,13.84054
0.4,0,35,13.13240533
0.4,5,35,13.21929333
0.4,9,35,13.26274533
0.4,14,35,13.44428267
0.4,18,35,13.552972
0.4,23,35,13.916132
0.4,0,35,13.196864
0.4,5,35,13.28236667
0.4,9,35,13.368848
0.4,14,35,14.527436
0.4,18,35,13.649164
0.4,23,35,14.019444
0.4,0,35,13.33109867
0.4,5,35,14.35785867
0.4,9,35,13.44057333
0.4,14,35,13.66378667
0.4,18,35,13.77566533
0.4,23,35,14.26486667
0.4,0,35,14.28881867
0.4,5,35,14.47875733
0.4,9,35,13.53530533
0.4,14,35,13.72197067
0.4,18,35,13.86978133
0.4,23,35,14.31129867
0.4,0,34,13.006288
0.4,5,34,13.10393867
0.4,9,34,13.15841733
0.4,14,34,13.30151867
0.4,18,34,13.443892
0.4,23,34,13.90073067
0.4,0,34,13.085452
0.4,5,34,13.103008
0.4,9,34,13.225064
0.4,14,34,13.35445333
0.4,18,34,13.39407467
0.4,23,34,13.927704
0.4,0,34,13.112656
0.4,5,34,13.13251067
0.4,9,34,13.21504933
0.4,14,34,13.410448
0.4,18,34,13.51389733
0.4,23,34,13.98155867
0.4,0,34,13.16456667
0.4,5,34,13.23249867
0.4,9,34,13.30744667
0.4,14,34,13.50663867
0.4,18,34,13.66764267
0.4,23,34,14.11974533
0.4,0,34,13.29866933
0.4,5,34,13.37305733
0.4,9,34,13.44708533
0.4,14,34,13.60738933
0.4,18,34,13.775968
0.4,23,34,14.26953467
0.4,0,34,13.427132
0.4,5,34,13.527584
0.4,9,34,13.52254933
0.4,14,34,13.77904133
0.4,18,34,13.84989867
0.4,23,34,14.352804
0.4,0,33,13.003712
0.4,5,33,13.07425067
0.4,9,33,13.15206
0.4,14,33,13.33045333
0.4,18,33,13.47749333
0.4,23,33,14.02004133
0.4,0,33,13.03962533
0.4,5,33,13.10332267
0.4,9,33,13.18555067
0.4,14,33,13.354464
0.4,18,33,13.55546267
0.4,23,33,14.030864
0.4,0,33,13.110912
0.4,5,33,13.16171733
0.4,9,33,13.22030667
0.4,14,33,13.44877867
0.4,18,33,13.60039867
0.4,23,33,14.16928
0.4,0,33,13.17894533
0.4,5,33,13.280908
0.4,9,33,13.29366267
0.4,14,33,13.508756
0.4,18,33,13.64749867
0.4,23,33,14.228368
0.4,0,33,13.29903067
0.4,5,33,13.354064
0.4,9,33,13.43704133
0.4,14,33,13.58181867
0.4,18,33,13.762556
0.4,23,33,14.360304
0.4,0,33,13.40616
0.4,5,33,13.45322533
0.4,9,33,13.53761333
0.4,14,33,13.71766533
0.4,18,33,13.8838
0.4,23,33,14.46977867
0.4,0,32,13.05469067
0.4,5,32,13.089656
0.4,9,32,13.14556133
0.4,14,32,13.33499467
0.4,18,32,13.53858133
0.4,0,32,12.78862533
0.4,5,32,12.863128
0.4,9,32,12.94857333
0.4,14,32,13.05811067
0.4,18,32,13.31078
0.4,0,32,12.89240933
0.4,5,32,12.978824
0.4,9,32,12.98933067
0.4,14,32,13.25912667
0.4,18,32,13.393352
0.4,0,32,12.909036
0.4,5,32,12.98402
0.4,9,32,13.09309067
0.4,14,32,13.21037467
0.4,18,32,13.458908
0.4,0,32,13.03238133
0.4,5,32,13.11811067
0.4,9,32,13.19486933
0.4,14,32,13.391636
0.4,18,32,13.589032
0.4,0,32,13.07207467
0.4,5,32,13.12324
0.4,9,32,13.16054
0.4,14,32,13.38736533
0.4,18,32,13.59972933
0.4,0,31,12.910048
0.4,5,31,13.098376
0.4,9,31,13.17499867
0.4,14,31,13.39114533
0.4,18,31,13.57654933
0.4,0,31,13.068504
0.4,5,31,13.14702667
0.4,9,31,13.19406667
0.4,14,31,13.45087067
0.4,18,31,13.60947067
0.4,0,31,13.10667733
0.4,5,31,13.157656
0.4,9,31,13.29529067
0.4,14,31,13.49378533
0.4,18,31,13.67134667
0.4,0,31,13.16065467
0.4,5,31,13.29271067
0.4,9,31,13.39406267
0.4,14,31,13.57145333
0.4,18,31,13.815552
0.4,0,31,13.320848
0.4,5,31,13.375896
0.4,9,31,13.48900267
0.4,14,31,13.67089333
0.4,18,31,13.93530267
0.4,0,31,13.40548
0.4,5,31,13.43568133
0.4,9,31,13.573
0.4,14,31,13.77198
0.4,18,31,14.12064933
0.4,0,30,13.011612
0.4,5,30,13.13258
0.4,9,30,13.10576533
0.4,14,30,13.472768
0.4,18,30,13.702028
0.4,0,30,13.08997867
0.4,5,30,13.13673067
0.4,9,30,13.18514133
0.4,14,30,13.484252
0.4,18,30,13.75443867
0.4,0,30,13.171132
0.4,5,30,13.25785467
0.4,9,30,13.295776
0.4,14,30,13.49694533
0.4,18,30,13.80972533
0.4,0,30,13.22182533
0.4,5,30,13.29501333
0.4,9,30,13.359196
0.4,14,30,13.63482
0.4,18,30,13.87499333
0.4,0,30,13.31346
0.4,5,30,13.42462933
0.4,9,30,13.51058267
0.4,14,30,13.72513867
0.4,18,30,14.06596667
0.4,0,30,13.40272
0.4,5,30,13.49103067
0.4,9,30,13.54554267
0.4,14,30,13.8365
0.4,18,30,14.180068
0.4,0,29,12.95724267
0.4,5,29,13.14037333
0.4,9,29,13.1555
0.4,14,29,13.40853867
0.4,18,29,13.947712
0.4,0,29,13.068304
0.4,5,29,13.15723867
0.4,9,29,13.111948
0.4,14,29,13.43548133
0.4,18,29,13.98452
0.4,0,29,13.10892667
0.4,5,29,13.19971867
0.4,9,29,13.26210133
0.4,14,29,13.53155867
0.4,18,29,15.171988
0.4,0,29,13.24587733
0.4,5,29,13.262532
0.4,9,29,13.36690133
0.4,14,29,13.63945733
0.4,18,29,14.15085867
0.4,0,29,13.311492
0.4,5,29,13.31904533
0.4,9,29,13.472324
0.4,14,29,13.68169867
0.4,18,29,14.24723733
0.4,0,29,13.41776933
0.4,5,29,13.51348533
0.4,9,29,13.56907733
0.4,14,29,13.86822933
0.4,18,29,14.39865867
0.4,0,28,13.010312
0.4,5,28,13.031752
0.4,9,28,13.17753467
0.4,14,28,13.437072
0.4,0,28,12.83644667
0.4,5,28,12.79300133
0.4,9,28,12.96215067
0.4,14,28,13.24223333
0.4,0,28,12.844152
0.4,5,28,12.91705467
0.4,9,28,13.042444
0.4,14,28,13.26186
0.4,0,28,12.922824
0.4,5,28,13.01522933
0.4,9,28,13.07053467
0.4,14,28,13.37700667
0.4,0,28,13.00700133
0.4,5,28,13.11405867
0.4,9,28,13.13399333
0.4,14,28,13.44970533
0.4,0,28,12.99869067
0.4,5,28,13.057364
0.4,9,28,13.14668133
0.4,14,28,13.39213333
0.4,0,27,13.057956
0.4,5,27,13.099304
0.4,9,27,13.13301867
0.4,14,27,13.517032
0.4,0,27,13.08840133
0.4,5,27,13.11200133
0.4,9,27,13.26248133
0.4,14,27,13.55406
0.4,0,27,13.16164
0.4,5,27,13.20500533
0.4,9,27,13.290736
0.4,14,27,13.61511333
0.4,0,27,13.182244
0.4,5,27,13.28655067
0.4,9,27,13.36955467
0.4,14,27,13.68214933
0.4,0,27,13.338912
0.4,5,27,13.39450533
0.4,9,27,13.46383467
0.4,14,27,13.90962667
0.4,0,27,13.504188
0.4,5,27,13.52743067
0.4,9,27,13.60256267
0.4,14,27,14.07999333
0.4,0,26,12.9502
0.4,5,26,13.126724
0.4,9,26,13.08445333
0.4,14,26,13.713436
0.4,0,26,13.09581067
0.4,5,26,13.13409333
0.4,9,26,13.20044133
0.4,14,26,13.706848
0.4,0,26,13.12425067
0.4,5,26,13.15156933
0.4,9,26,13.25329333
0.4,14,26,13.726564
0.4,0,26,13.154412
0.4,5,26,13.27454267
0.4,9,26,13.31719733
0.4,14,26,13.80968533
0.4,0,26,13.31579067
0.4,5,26,13.35055067
0.4,9,26,13.460348
0.4,14,26,14.042368
0.4,0,26,13.371272
0.4,5,26,13.405448
0.4,9,26,14.344008
0.4,14,26,14.258528
0.4,0,25,13.32013867
0.4,5,25,13.72334267
0.4,9,25,13.22795733
0.4,0,25,12.82570667
0.4,5,25,12.92024533
0.4,9,25,12.9714
0.4,0,25,12.856124
0.4,5,25,12.82221867
0.4,9,25,12.99462933
0.4,0,25,12.92141067
0.4,5,25,13.002908
0.4,9,25,13.142292
0.4,0,25,13.06582133
0.4,5,25,13.12587733
0.4,9,25,13.225268
0.4,0,25,12.96431867
0.4,5,25,12.97894667
0.4,9,25,13.165968
0.4,0,24,12.877276
0.4,5,24,13.12233867
0.4,9,24,13.21758667
0.4,0,24,13.09527067
0.4,5,24,13.12030133
0.4,9,24,13.256396
0.4,0,24,13.11885333
0.4,5,24,13.11222267
0.4,9,24,13.33285467
0.4,0,24,13.19203467
0.4,5,24,13.23041867
0.4,9,24,13.406604
0.4,0,24,13.28325467
0.4,5,24,13.39418
0.4,9,24,13.49741333
0.4,0,24,13.34597067
0.4,5,24,13.48398533
0.4,9,24,13.59895867
0.4,0,23,12.84720133
0.4,5,23,13.10841333
0.4,9,23,13.23947733
0.4,0,23,13.07333733
0.4,5,23,13.06631733
0.4,9,23,13.23878533
0.4,0,23,13.09786
0.4,5,23,13.18282533
0.4,9,23,13.33262933
0.4,0,23,13.12837733
0.4,5,23,13.24016933
0.4,9,23,13.436944
0.4,0,23,13.32322
0.4,5,23,13.308776
0.4,9,23,13.558164
0.4,0,23,13.38532533
0.4,5,23,13.50542933
0.4,9,23,13.64306133
0.4,0,22,12.89979867
0.4,5,22,13.12983067
0.4,9,22,13.22994133
0.4,0,22,13.03270933
0.4,5,22,13.07690133
0.4,9,22,13.3356
0.4,0,22,13.05299067
0.4,5,22,13.20479467
0.4,9,22,13.27267733
0.4,0,22,13.201568
0.4,5,22,13.26380133
0.4,9,22,13.49373867
0.4,0,22,13.31029067
0.4,5,22,13.33449333
0.4,9,22,13.59009333
0.4,0,22,13.39360533
0.4,5,22,13.53470533
0.4,9,22,13.669376
0.4,0,21,13.80750267
0.4,5,21,13.31998933
0.4,0,21,12.76126667
0.4,5,21,12.86249733
0.4,0,21,12.759648
