airtime,selected_mcs,mean_used_mcs,mean_snr,pm_power
0.0999999999999999,23,22.972,32.959999999999994,10.98742
0.01,23,23.0,32.160000000000004,10.808600000000002
1.0,23,23.0,33.00599999999999,13.22013
0.9,23,23.0,33.008,13.314100000000002
0.7999999999999998,23,23.0,33.016,12.67297
0.7000000000000002,23,23.0,32.913999999999994,12.091209999999997
0.6000000000000001,23,23.0,32.926,12.01266
0.5,23,23.0,32.996,11.60808
0.3999999999999999,23,23.0,32.718,12.073979999999995
0.3,23,23.0,32.63,11.2727
0.1999999999999999,23,23.0,32.224000000000004,10.855709999999998
0.0999999999999999,23,22.968000000000004,32.152,11.007370000000002
0.01,23,23.0,23.8532,10.599469999999998
1.0,23,23.0,34.01,12.94916
0.9,23,23.0,33.989999999999995,13.13453
0.7999999999999998,23,22.996,33.896,12.7269
0.7000000000000002,23,23.0,33.828,12.25543
0.6000000000000001,23,22.996,33.864000000000004,12.168949999999995
0.5,23,23.0,33.81799999999999,12.10213
0.3999999999999999,23,22.994,33.816,11.848159999999998
0.3,23,23.0,33.79,10.9844
0.1999999999999999,23,23.0,33.27,10.965099999999996
0.0999999999999999,23,23.0,32.919999999999995,11.096050000000002
0.01,23,23.0,33.43,10.51411
1.0,23,23.0,33.90599999999999,13.324979999999998
0.9,23,23.0,34.056,12.861660000000002
0.7999999999999998,23,23.0,33.873999999999995,12.52365
0.7000000000000002,23,23.0,33.768,11.775010000000002
0.6000000000000001,23,23.0,33.709999999999994,12.558269999999998
0.5,23,23.0,33.67400000000001,11.513229999999998
0.3999999999999999,23,22.998,33.62,11.664070000000002
0.3,23,23.0,33.644,11.774540000000002
0.1999999999999999,23,23.0,33.44,10.43771
0.0999999999999999,23,23.0,32.27,11.22654
0.01,23,23.0,31.226,10.74223
1.0,23,23.0,32.99,13.20797
0.9,23,22.996,33.087999999999994,13.322250000000002
0.7999999999999998,23,23.0,33.036,12.73716
0.7000000000000002,23,23.0,32.942,12.18769
0.6000000000000001,23,23.0,32.77,11.79428
0.5,23,23.0,32.832,12.422220000000005
0.3999999999999999,23,22.992,32.782,11.758810000000004
0.3,23,23.0,32.646,10.77766
0.1999999999999999,23,23.0,32.528,10.99548
0.0999999999999999,23,23.0,31.732,10.79771
0.01,23,23.0,32.518,10.64912
1.0,23,23.0,32.802,13.079929999999996
0.9,23,23.0,32.802,13.265620000000002
0.7999999999999998,23,23.0,32.754,12.506809999999998
0.7000000000000002,23,23.0,32.756,12.09856
0.6000000000000001,23,22.994,32.698,12.389400000000002
0.5,23,23.0,32.592,11.441929999999996
0.3999999999999999,23,22.994,32.529999999999994,11.843960000000004
0.3,23,23.0,32.666000000000004,12.517199999999995
0.1999999999999999,23,23.0,32.138,10.751870000000002
0.0999999999999999,23,22.972,31.866000000000003,11.198280000000002
0.01,23,22.724,30.301999999999992,10.60116
1.0,23,23.0,33.218,13.002990000000002
0.9,23,23.0,33.174,13.02371
0.7999999999999998,23,23.0,33.18000000000001,12.91097
0.7000000000000002,23,23.0,33.152,11.86499
0.6000000000000001,23,23.0,33.096,12.350400000000004
0.5,23,22.992,33.04,11.84317
0.3999999999999999,23,22.994,32.99,11.89679
0.3,23,23.0,32.778,11.55032
0.1999999999999999,23,23.0,32.70400000000001,10.70512
0.0999999999999999,23,23.0,31.2822,11.006740000000002
0.01,23,23.0,32.99400000000001,10.59373
1.0,23,22.996,32.964,13.225130000000002
0.9,23,23.0,32.926,13.253270000000002
0.7999999999999998,23,23.0,32.989999999999995,12.64481
0.7000000000000002,23,23.0,32.898,12.0913
0.6000000000000001,23,23.0,32.972,12.068870000000002
0.5,23,23.0,33.056,11.789690000000002
0.3999999999999999,23,23.0,32.844,11.88555
0.3,23,23.0,32.708,10.99314
0.1999999999999999,23,23.0,32.534,10.98627
0.0999999999999999,23,22.972,31.754,11.36619
0.01,23,23.0,31.758,10.40506
1.0,23,23.0,32.704,13.297
0.9,23,23.0,32.668,12.69627
0.7999999999999998,23,23.0,32.614000000000004,12.98689
0.7000000000000002,23,23.0,32.668,12.55291
0.6000000000000001,23,22.996,32.558,12.16655
0.5,23,23.0,32.506,11.92741
0.3999999999999999,23,22.998,32.296,11.07818
0.3,23,23.0,32.227999999999994,11.643770000000002
0.1999999999999999,23,23.0,32.49600000000001,11.392280000000005
0.0999999999999999,23,23.0,31.546,10.56737
0.01,23,21.39,29.2,10.459809999999996
1.0,23,23.0,32.337999999999994,13.12601
0.9,23,23.0,32.358,13.01413
0.7999999999999998,23,23.0,32.32,12.08953
0.7000000000000002,23,23.0,32.244,12.117430000000002
0.6000000000000001,23,23.0,32.22,12.901039999999998
0.5,23,23.0,32.144,11.69396
0.3999999999999999,23,23.0,32.216,11.743049999999998
0.3,23,23.0,32.014,11.42715
0.1999999999999999,23,23.0,31.728,10.50585
0.0999999999999999,23,23.0,30.866000000000003,11.26827
0.01,23,22.31,31.210000000000004,10.81377
1.0,23,23.0,31.918,12.97284
0.9,23,23.0,31.868,13.153610000000004
0.7999999999999998,23,23.0,31.83,12.848949999999997
0.7000000000000002,23,23.0,31.752,12.36875
0.6000000000000001,23,23.0,31.74,11.946529999999996
0.5,23,23.0,31.774,11.87819
0.3999999999999999,23,23.0,31.768,11.863199999999996
0.3,23,23.0,31.73,11.20304
0.1999999999999999,23,22.984,31.406,10.84107
0.0999999999999999,23,23.0,30.876,10.80488
0.01,23,23.0,30.952,10.711080000000004
1.0,23,23.0,31.44,13.15778
0.9,23,23.0,31.379999999999995,13.179999999999998
0.7999999999999998,23,23.0,31.41,12.14042
0.7000000000000002,23,23.0,31.316,11.82817
0.6000000000000001,23,23.0,31.287999999999997,12.842680000000003
0.5,23,23.0,31.212,12.04314
0.3999999999999999,23,22.992,31.146,11.91945
0.3,23,23.0,30.998,11.088019999999998
0.1999999999999999,23,23.0,30.535999999999994,10.57278
0.0999999999999999,23,23.0,31.412000000000003,10.93297
0.01,23,23.0,30.054,10.63216
1.0,23,23.0,30.97,13.184509999999998
0.9,23,23.0,30.932,13.271029999999998
0.7999999999999998,23,23.0,30.89,12.69519
0.7000000000000002,23,23.0,30.914,12.13343
0.6000000000000001,23,23.0,30.858,11.95576
0.5,23,23.0,30.922,12.055880000000002
0.3999999999999999,23,22.998,30.734000000000005,11.86555
0.3,23,23.0,30.734,10.781899999999998
0.1999999999999999,23,23.0,30.636,11.002150000000002
0.0999999999999999,23,23.0,29.8,11.11025
0.01,23,22.678,29.818,10.393719999999998
1.0,23,23.0,30.452,13.128630000000005
0.9,23,23.0,30.366,13.198109999999996
0.7999999999999998,23,23.0,30.372,12.72472
0.7000000000000002,23,23.0,30.348000000000003,11.767690000000002
0.6000000000000001,23,23.0,30.283999999999995,12.50039
0.5,23,23.0,30.192000000000004,11.41668
0.3999999999999999,23,23.0,30.155999999999995,11.842700000000002
0.3,23,23.0,30.082,11.96127
0.1999999999999999,23,23.0,29.884,10.572220000000002
0.0999999999999999,23,23.0,29.496,11.170870000000004
0.01,23,23.0,28.126000000000005,10.60307
1.0,23,23.0,29.77,13.247559999999998
0.9,23,23.0,29.718000000000004,12.99875
0.7999999999999998,23,23.0,29.742000000000004,12.84047
0.7000000000000002,23,23.0,29.69,12.01238
0.6000000000000001,23,23.0,29.74,12.059229999999998
0.5,23,23.0,29.636,12.378750000000002
0.3999999999999999,23,23.0,29.58,11.779370000000002
0.3,23,22.994,29.532,10.988070000000002
0.1999999999999999,23,22.986,29.348,10.68076
0.0999999999999999,23,23.0,28.784,10.85255
0.01,23,23.0,29.910000000000004,10.469250000000002
1.0,23,23.0,29.112,13.046749999999998
0.9,23,23.0,29.078,13.07625
0.7999999999999998,23,22.996,29.052,12.38733
0.7000000000000002,23,23.0,28.978,11.858340000000004
0.6000000000000001,23,23.0,28.952,12.514799999999996
0.5,23,23.0,29.004,11.4717
0.3999999999999999,23,23.0,28.996,11.85853
0.3,23,22.99,28.744,11.91956
0.1999999999999999,23,23.0,29.024,10.4781
0.0999999999999999,23,23.0,27.868,11.259909999999998
0.01,23,23.0,29.282,10.85663
1.0,23,23.0,28.175999999999995,13.0188
0.9,23,23.0,28.166000000000004,13.19834
0.7999999999999998,23,23.0,28.108,12.79174
0.7000000000000002,23,23.0,28.108,12.255069999999998
0.6000000000000001,23,23.0,28.238000000000003,11.866840000000002
0.5,23,23.0,28.104,12.23938
0.3999999999999999,23,22.994,28.092,11.9206
0.3,23,22.98,28.02,10.832679999999998
0.1999999999999999,23,23.0,27.713999999999995,11.067149999999996
0.0999999999999999,23,23.0,27.31,10.85747
0.01,23,23.0,27.908,10.628519999999998
1.0,23,23.0,27.656,12.89397
0.9,23,23.0,27.606000000000005,13.199519999999998
0.7999999999999998,23,23.0,27.644,12.596429999999996
0.7000000000000002,23,23.0,27.644000000000005,12.19345
0.6000000000000001,23,23.0,27.63,12.3746
0.5,23,23.0,27.604,11.615520000000004
0.3999999999999999,23,23.0,27.548,11.89169
0.3,23,23.0,27.298,11.06342
0.1999999999999999,23,23.0,27.098000000000003,10.9258
0.0999999999999999,23,23.0,26.600000000000005,11.39703
0.01,23,23.0,26.558000000000003,10.481620000000005
1.0,23,23.0,26.83,13.075490000000002
0.9,23,23.0,26.874,13.56745
0.7999999999999998,23,23.0,26.884,13.26629
0.7000000000000002,23,23.0,26.752,11.715390000000005
0.6000000000000001,23,23.0,26.832,13.681079999999998
0.5,23,22.994,26.74000000000001,11.98513
0.3999999999999999,23,22.994,26.620000000000005,11.68646
0.3,23,23.0,26.564,11.73699
0.1999999999999999,23,23.0,26.678,10.48972
0.0999999999999999,23,23.0,25.2526,10.88785
0.01,23,22.678,26.094,10.5212
1.0,23,23.0,25.834,13.06451
0.9,23,23.0,25.834000000000007,12.69629
0.7999999999999998,23,23.0,25.832000000000004,13.02119
0.7000000000000002,23,23.0,25.774,12.386249999999997
0.6000000000000001,23,23.0,25.774,11.90509
0.5,23,22.982,25.76,12.047820000000002
0.3999999999999999,23,23.0,25.676,11.808280000000002
0.3,23,23.0,25.74,11.483209999999996
0.1999999999999999,23,23.0,25.23,10.8873
0.0999999999999999,23,22.972,24.498,10.49292
0.01,23,23.0,24.31,10.429589999999996
1.0,23,22.998,25.122,13.01912
0.9,23,23.0,25.166,12.98952
0.7999999999999998,23,23.0,25.138,12.13767
0.7000000000000002,23,22.99,25.08,11.613870000000002
0.6000000000000001,23,22.986000000000004,25.062,12.99048
0.5,23,22.976000000000003,25.176,12.88003
0.3999999999999999,23,22.966000000000005,24.928,11.990500000000004
0.3,23,22.96,24.820000000000004,11.4975
0.1999999999999999,23,22.972,24.624,10.474489999999998
0.0999999999999999,23,22.974000000000004,24.219999999999995,11.38135
0.01,23,22.992,23.972,10.579960000000003
1.0,23,22.0,24.168000000000003,12.960719999999997
0.9,23,22.002,24.18,12.796519999999996
0.7999999999999998,23,21.992,24.19,12.498869999999997
0.7000000000000002,23,22.0,24.062,11.623119999999997
0.6000000000000001,23,22.002,24.084,12.13857
0.5,23,22.004,24.030000000000005,12.24889
0.3999999999999999,23,22.002,24.248,11.582249999999997
0.3,23,22.004,23.956000000000003,11.17465
0.1999999999999999,23,22.016,23.79,10.488509999999998
0.0999999999999999,23,22.014,23.590000000000003,10.765440000000002
0.01,23,22.032000000000004,23.176,10.60464
1.0,23,22.0,23.372000000000003,12.877159999999998
0.9,23,22.0,23.364000000000004,12.637
0.7999999999999998,23,22.0,23.364,12.82872
0.7000000000000002,23,22.0,23.314000000000007,12.123660000000005
0.6000000000000001,23,22.0,23.31,11.66645
0.5,23,22.0,23.358,12.15982
0.3999999999999999,23,22.0,23.294,11.648829999999998
0.3,23,22.0,23.108,11.37475
0.1999999999999999,23,22.0,22.928,10.644519999999998
0.0999999999999999,23,21.974,22.174,10.43066
0.01,23,21.384,22.524,10.61804
1.0,23,20.432,22.404,12.64023
0.9,23,20.452,22.4,13.04584
0.7999999999999998,23,20.452,22.374,12.14094
0.7000000000000002,23,20.46,22.324,11.794209999999998
0.6000000000000001,23,20.438,22.355999999999995,12.171590000000004
0.5,23,20.412,22.33,11.2943
0.3999999999999999,23,20.436,22.334,11.86094
0.3,23,20.416,22.210000000000004,11.40158
0.1999999999999999,23,20.472,22.232,10.62379
0.0999999999999999,23,20.404,22.098000000000003,11.130990000000002
0.01,23,20.344,20.988,10.7176
1.0,23,18.926,21.476,12.562729999999998
0.9,23,18.936,21.458,12.785899999999996
0.7999999999999998,23,18.934,21.432,11.98026
0.7000000000000002,23,18.932,21.497999999999998,11.59119
0.6000000000000001,23,18.932,21.485999999999997,12.6504
0.5,23,18.94,21.439999999999998,11.693270000000002
0.3999999999999999,23,18.922,21.426,11.782070000000004
0.3,23,18.916,21.228,11.10435
0.1999999999999999,23,18.928,21.052,10.59228
0.0999999999999999,23,18.906,20.994,10.95228
0.01,23,19.0,21.448,10.627719999999997
1.0,23,17.31,20.592,12.54377
0.9,23,17.302,20.586,12.6839
0.7999999999999998,23,17.302,20.572000000000003,12.211169999999996
0.7000000000000002,23,17.299999999999997,20.57,11.509529999999998
0.6000000000000001,23,17.298,20.562,12.15037
0.5,23,17.298,20.55,11.86822
0.3999999999999999,23,17.305999999999997,20.516000000000005,11.51867
0.3,23,17.305999999999997,20.466,11.03811
0.1999999999999999,23,17.305999999999997,20.362,10.49054
0.0999999999999999,23,17.31,20.016,10.92164
0.01,23,17.148,20.64,10.48417
1.0,23,17.0,19.588,12.6126
0.9,23,17.0,19.674,12.3477
0.7999999999999998,23,17.0,19.572000000000003,11.741069999999995
0.7000000000000002,23,17.0,19.606000000000005,11.542980000000002
0.6000000000000001,23,17.0,19.610000000000003,12.4559
0.5,23,17.0,19.514000000000003,11.514080000000002
0.3999999999999999,23,17.0,19.552000000000003,11.65046
0.3,23,17.0,19.446,11.44511
0.1999999999999999,23,17.0,19.396000000000004,10.37929
0.0999999999999999,23,16.996,18.778,11.24319
0.01,23,17.0,19.55,10.642129999999998
1.0,23,17.0,18.698,12.67855
0.9,23,17.0,18.708,12.73371
0.7999999999999998,23,17.0,18.726,13.344050000000005
0.7000000000000002,23,17.0,18.644,11.77723
0.6000000000000001,23,17.0,18.656,11.85986
0.5,23,17.0,18.744,11.95777
0.3999999999999999,23,17.0,18.646,11.587079999999998
0.3,23,16.992,18.572,10.93044
0.1999999999999999,23,17.0,18.422,10.825369999999996
0.0999999999999999,23,17.0,18.126,10.657309999999995
0.01,23,17.0,18.716,10.692430000000002
1.0,23,15.303999999999997,17.815999999999995,12.40608
0.9,23,15.301999999999998,17.798,12.76046
0.7999999999999998,23,15.283999999999995,17.811999999999998,12.00434
0.7000000000000002,23,15.294,17.798,11.722910000000002
0.6000000000000001,23,15.303999999999998,17.778,11.76604
0.5,23,15.308,17.776,11.324799999999998
0.3999999999999999,23,15.301999999999998,17.762,11.699699999999998
0.3,23,15.309999999999995,17.606,10.99499
0.1999999999999999,23,15.348,17.66,10.87588
0.0999999999999999,23,15.34,17.622,11.12574
0.01,23,14.961999999999998,16.998,10.579510000000004
1.0,23,14.0,16.816,12.37212
0.9,23,14.0,16.785999999999998,12.36199
0.7999999999999998,23,14.0,16.808,11.6313
0.7000000000000002,23,14.0,16.761999999999997,11.46379
0.6000000000000001,23,14.0,16.78,12.45703
0.5,23,14.0,16.804,11.427320000000002
0.3999999999999999,23,14.0,16.758000000000003,11.59857
0.3,23,14.0,16.698,10.92873
0.1999999999999999,23,14.0,16.541999999999998,10.503890000000002
0.0999999999999999,23,14.0,16.528,11.20562
0.01,23,14.0,16.812,10.601580000000004
1.0,23,12.813999999999997,15.926000000000002,12.346570000000003
0.9,23,12.801999999999998,15.898,12.32088
0.7999999999999998,23,12.794,15.876,12.2021
0.7000000000000002,23,12.799999999999995,15.858000000000002,11.76568
0.6000000000000001,23,12.797999999999996,15.86,11.57131
0.5,23,12.803999999999998,15.85,11.484770000000005
0.3999999999999999,23,12.81,15.836,11.52518
0.3,23,12.798,15.82,10.718600000000002
0.1999999999999999,23,12.812000000000005,15.813999999999998,10.9587
0.0999999999999999,23,12.74,15.55,11.033130000000002
0.01,23,12.78,15.798,10.51756
1.0,23,12.0,14.944,12.41419
0.9,23,11.998,14.902,12.33477
0.7999999999999998,23,12.0,14.912,11.708360000000004
0.7000000000000002,23,12.0,14.914,11.36792
0.6000000000000001,23,12.0,14.918,12.38313
0.5,23,12.0,14.932,11.37714
0.3999999999999999,23,12.0,14.794,11.4467
0.3,23,12.0,14.766000000000002,11.08751
0.1999999999999999,23,12.0,14.858000000000002,10.39162
0.0999999999999999,23,12.0,14.472,11.254169999999998
0.01,23,12.0,14.254,10.542470000000002
1.0,23,10.297999999999996,13.948000000000002,12.51012
0.9,23,10.296,13.952,12.22666
0.7999999999999998,23,10.302,13.946,11.95853
0.7000000000000002,23,10.303999999999998,13.936000000000002,11.43621
0.6000000000000001,23,10.312,13.94,11.66538
0.5,23,10.304,13.924,11.6832
0.3999999999999999,23,10.316,13.868000000000002,11.29207
0.3,23,10.306,13.904000000000002,10.955879999999995
0.1999999999999999,23,10.312,13.822,10.66131
0.0999999999999999,23,10.2454,13.448,10.80528
0.01,23,10.176,13.904000000000003,10.636079999999998
1.0,23,9.000599999999999,13.038000000000002,12.201670000000002
0.9,23,9.001199999999999,13.054,11.945619999999996
0.7999999999999998,23,9.000599999999999,13.04,11.23271
0.7000000000000002,23,9.000399999999999,13.026,11.32715
0.6000000000000001,23,9.0028,12.998,11.96638
0.5,23,9.0014,13.056,11.536410000000004
0.3999999999999999,23,9.0022,12.986,11.12323
0.3,23,9.001,12.926000000000002,10.845009999999997
0.1999999999999999,23,9.0024,12.828,10.4717
0.0999999999999999,23,9.000599999999999,12.4198,10.79537
0.01,23,8.874,12.361200000000002,10.71021
1.0,23,8.2258,11.976,11.95114
0.9,23,8.2228,11.958,12.27578
0.7999999999999998,23,8.2256,11.968,11.677089999999996
0.7000000000000002,23,8.220600000000001,11.984000000000002,11.726259999999998
0.6000000000000001,23,8.222,11.96,11.39781
0.5,23,8.2342,11.938,11.402360000000002
0.3999999999999999,23,8.2388,11.902,11.25501
0.3,23,8.241999999999999,11.881999999999998,10.585639999999998
0.1999999999999999,23,8.2498,11.874,11.04947
0.0999999999999999,23,8.259400000000001,11.6424,10.83222
0.01,23,8.212,11.842800000000002,10.60756
1.0,23,7.000799999999999,11.048000000000002,11.80652
0.9,23,7.0006,11.040000000000004,12.20167
0.7999999999999998,23,7.0006,11.016000000000004,11.419510000000002
0.7000000000000002,23,7.0016,11.02,11.18908
0.6000000000000001,23,6.999,10.988,11.876820000000002
0.5,23,7.0012,11.01,11.04419
0.3999999999999999,23,7.002999999999999,10.998,11.465140000000002
0.3,23,7.001,10.99,10.9881
0.1999999999999999,23,7.0014,10.9796,10.544349999999998
0.0999999999999999,23,7.0016,10.771,10.90821
0.01,23,7.0,11.062,10.78282
1.0,23,6.450400000000001,10.1644,11.948160000000003
0.9,23,6.451200000000001,10.1518,11.95634
0.7999999999999998,23,6.4344,10.1566,11.64918
0.7000000000000002,23,6.444999999999999,10.139,11.36347
0.6000000000000001,23,6.472,10.1472,11.63539
0.5,23,6.4594000000000005,10.1446,11.07133
0.3999999999999999,23,6.4518,10.1132,11.357
0.3,23,6.463000000000001,10.1204,10.792609999999998
0.1999999999999999,23,6.444999999999999,10.0466,10.726760000000002
0.0999999999999999,23,6.3936,9.9608,11.039610000000003
0.01,23,6.3340000000000005,10.1048,10.50034
1.0,23,4.011599999999999,9.2476,12.0505
0.9,23,4.013599999999999,9.247800000000002,11.896330000000004
0.7999999999999998,23,4.0122,9.2352,11.46725
0.7000000000000002,23,4.011799999999999,9.239,11.188299999999996
0.6000000000000001,23,4.0116,9.234,11.85522
0.5,23,4.0138,9.227,11.36847
0.3999999999999999,23,4.015,9.211999999999998,11.071629999999995
0.3,23,4.014399999999999,9.199199999999998,10.83816
0.1999999999999999,23,4.010800000000001,9.194,10.39718
0.0999999999999999,23,4.0132,9.202999999999998,10.76889
0.01,23,4.0,9.2432,10.45629
1.0,23,3.9534,8.3842,11.99289
0.9,23,3.955000000000001,8.3838,11.830660000000002
0.7999999999999998,23,3.9506,8.3902,11.65367
0.7000000000000002,23,3.9530000000000007,8.3842,11.308619999999996
0.6000000000000001,23,3.9524,8.367600000000001,11.41752
0.5,23,3.955,8.3674,11.12893
0.3999999999999999,23,3.9486,8.368,11.32412
0.3,23,3.958,8.3028,11.17466
0.1999999999999999,23,3.9512,8.311799999999998,10.5532
0.0999999999999999,23,3.9396,8.0954,11.17205
0.01,23,3.9,7.743800000000001,10.64295
1.0,23,2.0772000000000004,7.572199999999999,11.798720000000005
0.9,23,2.0738,7.563,11.726319999999998
0.7999999999999998,23,2.0756,7.568800000000001,11.24614
0.7000000000000002,23,2.0742000000000003,7.565600000000001,11.26442
0.6000000000000001,23,2.0684,7.563999999999998,11.6005
0.5,23,2.0744,7.534000000000001,11.31329
0.3999999999999999,23,2.0746,7.560599999999999,11.01817
0.3,23,2.0672,7.5316,10.799069999999997
0.1999999999999999,23,2.0692000000000004,7.487,10.496480000000002
0.01,23,2.036,7.613199999999999,10.54121
1.0,23,2.0,6.824199999999999,11.96106
0.9,23,2.0,6.8114,11.82305
0.7999999999999998,23,2.0,6.8058,11.296450000000002
0.7000000000000002,23,2.0,6.819999999999998,11.24927
0.6000000000000001,23,2.0,6.808799999999999,11.58695
0.5,23,2.0,6.786999999999999,11.35396
0.3999999999999999,23,1.9996,6.7818,10.865690000000004
